PassengerId,Age,Fare,Sex,SibSp,Parch,Pclass,Survived,Embarked_1.0,Embarked_2.0
48,28.0,7.75,,0,0,3,1,True,False
49,28.0,21.6792,,2,0,3,0,False,False
50,18.0,17.8,,1,0,3,0,False,True
51,7.0,39.6875,,4,1,3,0,False,True
52,21.0,7.8,,0,0,3,0,False,True
53,49.0,76.7292,,1,0,1,1,False,False
54,29.0,26.0,,1,0,2,1,False,True
55,65.0,61.9792,,0,1,1,0,False,False
56,28.0,35.5,,0,0,1,1,False,True
57,21.0,10.5,,0,0,2,1,False,True
58,28.5,7.2292,,0,0,3,0,False,False
59,5.0,27.75,,1,2,2,1,False,True
60,11.0,46.9,,5,2,3,0,False,True
61,22.0,7.2292,,0,0,3,0,False,False
62,38.0,80.0,,0,0,1,1,False,True
63,45.0,83.475,,1,0,1,0,False,True
64,4.0,27.9,,3,2,3,0,False,True
65,28.0,27.7208,,0,0,1,0,False,False
66,28.0,15.2458,,1,1,3,1,False,False
67,29.0,10.5,,0,0,2,1,False,True
68,19.0,8.1583,,0,0,3,0,False,True
69,17.0,7.925,,4,2,3,1,False,True
70,26.0,8.6625,,2,0,3,0,False,True
71,32.0,10.5,,0,0,2,0,False,True
72,16.0,46.9,,5,2,3,0,False,True
73,21.0,73.5,,0,0,2,0,False,True
74,26.0,14.4542,,1,0,3,0,False,False
75,32.0,56.4958,,0,0,3,1,False,True
76,25.0,7.65,,0,0,3,0,False,True
77,28.0,7.8958,,0,0,3,0,False,True
78,28.0,8.05,,0,0,3,0,False,True
79,0.83,29.0,,0,2,2,1,False,True
80,30.0,12.475,,0,0,3,1,False,True
81,22.0,9.0,,0,0,3,0,False,True
82,29.0,9.5,,0,0,3,1,False,True
83,28.0,7.7875,,0,0,3,1,True,False
84,28.0,47.1,,0,0,1,0,False,True
85,17.0,10.5,,0,0,2,1,False,True
86,33.0,15.85,,3,0,3,1,False,True
87,16.0,34.375,,1,3,3,0,False,True
88,28.0,8.05,,0,0,3,0,False,True
89,23.0,263.0,,3,2,1,1,False,True
90,24.0,8.05,,0,0,3,0,False,True
91,29.0,8.05,,0,0,3,0,False,True
92,20.0,7.8542,,0,0,3,0,False,True
93,46.0,61.175,,1,0,1,0,False,True
94,26.0,20.575,,1,2,3,0,False,True
95,59.0,7.25,,0,0,3,0,False,True
96,28.0,8.05,,0,0,3,0,False,True
97,71.0,34.6542,,0,0,1,0,False,False
98,23.0,63.3583,,0,1,1,1,False,False
99,34.0,23.0,,0,1,2,1,False,True
100,34.0,26.0,,1,0,2,0,False,True
101,28.0,7.8958,,0,0,3,0,False,True
102,28.0,7.8958,,0,0,3,0,False,True
103,21.0,77.2875,,0,1,1,0,False,True
104,33.0,8.6542,,0,0,3,0,False,True
105,37.0,7.925,,2,0,3,0,False,True
106,28.0,7.8958,,0,0,3,0,False,True
107,21.0,7.65,,0,0,3,1,False,True
108,28.0,7.775,,0,0,3,1,False,True
109,38.0,7.8958,,0,0,3,0,False,True
110,28.0,24.15,,1,0,3,1,True,False
111,47.0,52.0,,0,0,1,0,False,True
112,14.5,14.4542,,1,0,3,0,False,False
113,22.0,8.05,,0,0,3,0,False,True
114,20.0,9.825,,1,0,3,0,False,True
115,17.0,14.4583,,0,0,3,0,False,False
116,21.0,7.925,,0,0,3,0,False,True
117,70.5,7.75,,0,0,3,0,True,False
118,29.0,21.0,,1,0,2,0,False,True
119,24.0,247.5208,,0,1,1,0,False,False
120,2.0,31.275,,4,2,3,0,False,True
121,21.0,73.5,,2,0,2,0,False,True
122,28.0,8.05,,0,0,3,0,False,True
123,32.5,30.0708,,1,0,2,0,False,False
124,32.5,13.0,,0,0,2,1,False,True
125,54.0,77.2875,,0,1,1,0,False,True
126,12.0,11.2417,,1,0,3,1,False,False
127,28.0,7.75,,0,0,3,0,True,False
128,24.0,7.1417,,0,0,3,1,False,True
129,28.0,22.3583,,1,1,3,1,False,False
130,45.0,6.975,,0,0,3,0,False,True
131,33.0,7.8958,,0,0,3,0,False,False
132,20.0,7.05,,0,0,3,0,False,True
133,47.0,14.5,,1,0,3,0,False,True
134,29.0,26.0,,1,0,2,1,False,True
135,25.0,13.0,,0,0,2,0,False,True
136,23.0,15.0458,,0,0,2,0,False,False
137,19.0,26.2833,,0,2,1,1,False,True
138,37.0,53.1,,1,0,1,0,False,True
139,16.0,9.2167,,0,0,3,0,False,True
140,24.0,79.2,,0,0,1,0,False,False
141,28.0,15.2458,,0,2,3,0,False,False
142,22.0,7.75,,0,0,3,1,False,True
143,24.0,15.85,,1,0,3,1,False,True
144,19.0,6.75,,0,0,3,0,True,False
145,18.0,11.5,,0,0,2,0,False,True
146,19.0,36.75,,1,1,2,0,False,True
147,27.0,7.7958,,0,0,3,1,False,True
148,9.0,34.375,,2,2,3,0,False,True
149,36.5,26.0,,0,2,2,0,False,True
150,42.0,13.0,,0,0,2,0,False,True
151,51.0,12.525,,0,0,2,0,False,True
152,22.0,66.6,,1,0,1,1,False,True
153,55.5,8.05,,0,0,3,0,False,True
154,40.5,14.5,,0,2,3,0,False,True
155,28.0,7.3125,,0,0,3,0,False,True
156,51.0,61.3792,,0,1,1,0,False,False
157,16.0,7.7333,,0,0,3,1,True,False
158,30.0,8.05,,0,0,3,0,False,True
159,28.0,8.6625,,0,0,3,0,False,True
160,28.0,69.55,,8,2,3,0,False,True
161,44.0,16.1,,0,1,3,0,False,True
162,40.0,15.75,,0,0,2,1,False,True
163,26.0,7.775,,0,0,3,0,False,True
164,17.0,8.6625,,0,0,3,0,False,True
165,1.0,39.6875,,4,1,3,0,False,True
166,9.0,20.525,,0,2,3,1,False,True
167,28.0,55.0,,0,1,1,1,False,True
168,45.0,27.9,,1,4,3,0,False,True
169,28.0,25.925,,0,0,1,0,False,True
170,28.0,56.4958,,0,0,3,0,False,True
171,61.0,33.5,,0,0,1,0,False,True
172,4.0,29.125,,4,1,3,0,True,False
173,1.0,11.1333,,1,1,3,1,False,True
174,21.0,7.925,,0,0,3,0,False,True
175,56.0,30.6958,,0,0,1,0,False,False
176,18.0,7.8542,,1,1,3,0,False,True
177,28.0,25.4667,,3,1,3,0,False,True
178,50.0,28.7125,,0,0,1,0,False,False
179,30.0,13.0,,0,0,2,0,False,True
180,36.0,0.0,,0,0,3,0,False,True
181,28.0,69.55,,8,2,3,0,False,True
182,28.0,15.05,,0,0,2,0,False,False
183,9.0,31.3875,,4,2,3,0,False,True
184,1.0,39.0,,2,1,2,1,False,True
185,4.0,22.025,,0,2,3,1,False,True
186,28.0,50.0,,0,0,1,0,False,True
187,28.0,15.5,,1,0,3,1,True,False
188,45.0,26.55,,0,0,1,1,False,True
189,40.0,15.5,,1,1,3,0,True,False
190,36.0,7.8958,,0,0,3,0,False,True
191,32.0,13.0,,0,0,2,1,False,True
192,19.0,13.0,,0,0,2,0,False,True
193,19.0,7.8542,,1,0,3,1,False,True
194,3.0,26.0,,1,1,2,1,False,True
195,44.0,27.7208,,0,0,1,1,False,False
196,58.0,146.5208,,0,0,1,1,False,False
197,28.0,7.75,,0,0,3,0,True,False
198,42.0,8.4042,,0,1,3,0,False,True
199,28.0,7.75,,0,0,3,1,True,False
200,24.0,13.0,,0,0,2,0,False,True
201,28.0,9.5,,0,0,3,0,False,True
202,28.0,69.55,,8,2,3,0,False,True
203,34.0,6.4958,,0,0,3,0,False,True
204,45.5,7.225,,0,0,3,0,False,False
205,18.0,8.05,,0,0,3,1,False,True
206,2.0,10.4625,,0,1,3,0,False,True
207,32.0,15.85,,1,0,3,0,False,True
208,26.0,18.7875,,0,0,3,1,False,False
209,16.0,7.75,,0,0,3,1,True,False
210,40.0,31.0,,0,0,1,1,False,False
211,24.0,7.05,,0,0,3,0,False,True
212,35.0,21.0,,0,0,2,1,False,True
213,22.0,7.25,,0,0,3,0,False,True
214,30.0,13.0,,0,0,2,0,False,True
215,28.0,7.75,,1,0,3,0,True,False
216,31.0,113.275,,1,0,1,1,False,False
217,27.0,7.925,,0,0,3,1,False,True
218,42.0,27.0,,1,0,2,0,False,True
219,32.0,76.2917,,0,0,1,1,False,False
220,30.0,10.5,,0,0,2,0,False,True
221,16.0,8.05,,0,0,3,1,False,True
222,27.0,13.0,,0,0,2,0,False,True
223,51.0,8.05,,0,0,3,0,False,True
224,28.0,7.8958,,0,0,3,0,False,True
225,38.0,90.0,,1,0,1,1,False,True
226,22.0,9.35,,0,0,3,0,False,True
227,19.0,10.5,,0,0,2,1,False,True
228,20.5,7.25,,0,0,3,0,False,True
229,18.0,13.0,,0,0,2,0,False,True
230,28.0,25.4667,,3,1,3,0,False,True
231,35.0,83.475,,1,0,1,1,False,True
232,29.0,7.775,,0,0,3,0,False,True
233,59.0,13.5,,0,0,2,0,False,True
234,5.0,31.3875,,4,2,3,1,False,True
235,24.0,10.5,,0,0,2,0,False,True
236,28.0,7.55,,0,0,3,0,False,True
237,44.0,26.0,,1,0,2,0,False,True
238,8.0,26.25,,0,2,2,1,False,True
239,19.0,10.5,,0,0,2,0,False,True
240,33.0,12.275,,0,0,2,0,False,True
241,28.0,14.4542,,1,0,3,0,False,False
242,28.0,15.5,,1,0,3,1,True,False
243,29.0,10.5,,0,0,2,0,False,True
244,22.0,7.125,,0,0,3,0,False,True
245,30.0,7.225,,0,0,3,0,False,False
246,44.0,90.0,,2,0,1,0,True,False
247,25.0,7.775,,0,0,3,0,False,True
248,24.0,14.5,,0,2,2,1,False,True
249,37.0,52.5542,,1,1,1,1,False,True
250,54.0,26.0,,1,0,2,0,False,True
251,28.0,7.25,,0,0,3,0,False,True
252,29.0,10.4625,,1,1,3,0,False,True
253,62.0,26.55,,0,0,1,0,False,True
254,30.0,16.1,,1,0,3,0,False,True
255,41.0,20.2125,,0,2,3,0,False,True
256,29.0,15.2458,,0,2,3,1,False,False
257,28.0,79.2,,0,0,1,1,False,False
258,30.0,86.5,,0,0,1,1,False,True
259,35.0,512.3292,,0,0,1,1,False,False
260,50.0,26.0,,0,1,2,1,False,True
261,28.0,7.75,,0,0,3,0,True,False
262,3.0,31.3875,,4,2,3,1,False,True
263,52.0,79.65,,1,1,1,0,False,True
264,40.0,0.0,,0,0,1,0,False,True
265,28.0,7.75,,0,0,3,0,True,False
266,36.0,10.5,,0,0,2,0,False,True
267,16.0,39.6875,,4,1,3,0,False,True
268,25.0,7.775,,1,0,3,1,False,True
269,58.0,153.4625,,0,1,1,1,False,True
270,35.0,135.6333,,0,0,1,1,False,True
271,28.0,31.0,,0,0,1,0,False,True
272,25.0,0.0,,0,0,3,1,False,True
273,41.0,19.5,,0,1,2,1,False,True
274,37.0,29.7,,0,1,1,0,False,False
275,28.0,7.75,,0,0,3,1,True,False
276,63.0,77.9583,,1,0,1,1,False,True
277,45.0,7.75,,0,0,3,0,False,True
278,28.0,0.0,,0,0,2,0,False,True
279,7.0,29.125,,4,1,3,0,True,False
280,35.0,20.25,,1,1,3,1,False,True
281,65.0,7.75,,0,0,3,0,True,False
282,28.0,7.8542,,0,0,3,0,False,True
283,16.0,9.5,,0,0,3,0,False,True
284,19.0,8.05,,0,0,3,1,False,True
285,28.0,26.0,,0,0,1,0,False,True
286,33.0,8.6625,,0,0,3,0,False,False
287,30.0,9.5,,0,0,3,1,False,True
288,22.0,7.8958,,0,0,3,0,False,True
289,42.0,13.0,,0,0,2,1,False,True
290,22.0,7.75,,0,0,3,1,True,False
291,26.0,78.85,,0,0,1,1,False,True
292,19.0,91.0792,,1,0,1,1,False,False
293,36.0,12.875,,0,0,2,0,False,False
294,24.0,8.85,,0,0,3,0,False,True
295,24.0,7.8958,,0,0,3,0,False,True
296,28.0,27.7208,,0,0,1,0,False,False
297,23.5,7.2292,,0,0,3,0,False,False
298,2.0,151.55,,1,2,1,0,False,True
299,28.0,30.5,,0,0,1,1,False,True
300,50.0,247.5208,,0,1,1,1,False,False
301,28.0,7.75,,0,0,3,1,True,False
302,28.0,23.25,,2,0,3,1,True,False
303,19.0,0.0,,0,0,3,0,False,True
304,28.0,12.35,,0,0,2,1,True,False
305,28.0,8.05,,0,0,3,0,False,True
306,0.92,151.55,,1,2,1,1,False,True
307,28.0,110.8833,,0,0,1,1,False,False
308,17.0,108.9,,1,0,1,1,False,False
309,30.0,24.0,,1,0,2,0,False,False
310,30.0,56.9292,,0,0,1,1,False,False
311,24.0,83.1583,,0,0,1,1,False,False
312,18.0,262.375,,2,2,1,1,False,False
313,26.0,26.0,,1,1,2,0,False,True
314,28.0,7.8958,,0,0,3,0,False,True
315,43.0,26.25,,1,1,2,0,False,True
316,26.0,7.8542,,0,0,3,1,False,True
317,24.0,26.0,,1,0,2,1,False,True
318,54.0,14.0,,0,0,2,0,False,True
319,31.0,164.8667,,0,2,1,1,False,True
320,40.0,134.5,,1,1,1,1,False,False
321,22.0,7.25,,0,0,3,0,False,True
322,27.0,7.8958,,0,0,3,0,False,True
323,30.0,12.35,,0,0,2,1,True,False
324,22.0,29.0,,1,1,2,1,False,True
325,28.0,69.55,,8,2,3,0,False,True
326,36.0,135.6333,,0,0,1,1,False,False
327,61.0,6.2375,,0,0,3,0,False,True
328,36.0,13.0,,0,0,2,1,False,True
329,31.0,20.525,,1,1,3,1,False,True
330,16.0,57.9792,,0,1,1,1,False,False
331,28.0,23.25,,2,0,3,1,True,False
332,45.5,28.5,,0,0,1,0,False,True
333,38.0,153.4625,,0,1,1,0,False,True
334,16.0,18.0,,2,0,3,0,False,True
335,28.0,133.65,,1,0,1,1,False,True
336,28.0,7.8958,,0,0,3,0,False,True
337,29.0,66.6,,1,0,1,0,False,True
338,41.0,134.5,,0,0,1,1,False,False
339,45.0,8.05,,0,0,3,1,False,True
340,45.0,35.5,,0,0,1,0,False,True
341,2.0,26.0,,1,1,2,1,False,True
342,24.0,263.0,,3,2,1,1,False,True
343,28.0,13.0,,0,0,2,0,False,True
344,25.0,13.0,,0,0,2,0,False,True
345,36.0,13.0,,0,0,2,0,False,True
346,24.0,13.0,,0,0,2,1,False,True
347,40.0,13.0,,0,0,2,1,False,True
348,28.0,16.1,,1,0,3,1,False,True
349,3.0,15.9,,1,1,3,1,False,True
350,42.0,8.6625,,0,0,3,0,False,True
351,23.0,9.225,,0,0,3,0,False,True
352,28.0,35.0,,0,0,1,0,False,True
353,15.0,7.2292,,1,1,3,0,False,False
354,25.0,17.8,,1,0,3,0,False,True
355,28.0,7.225,,0,0,3,0,False,False
356,28.0,9.5,,0,0,3,0,False,True
357,22.0,55.0,,0,1,1,1,False,True
358,38.0,13.0,,0,0,2,0,False,True
359,28.0,7.8792,,0,0,3,1,True,False
360,28.0,7.8792,,0,0,3,1,True,False
361,40.0,27.9,,1,4,3,0,False,True
362,29.0,27.7208,,1,0,2,0,False,False
363,45.0,14.4542,,0,1,3,0,False,False
364,35.0,7.05,,0,0,3,0,False,True
365,28.0,15.5,,1,0,3,0,True,False
366,30.0,7.25,,0,0,3,0,False,True
367,60.0,75.25,,1,0,1,1,False,False
368,28.0,7.2292,,0,0,3,1,False,False
369,28.0,7.75,,0,0,3,1,True,False
370,24.0,69.3,,0,0,1,1,False,False
371,25.0,55.4417,,1,0,1,1,False,False
372,18.0,6.4958,,1,0,3,0,False,True
373,19.0,8.05,,0,0,3,0,False,True
374,22.0,135.6333,,0,0,1,0,False,False
375,3.0,21.075,,3,1,3,0,False,True
376,28.0,82.1708,,1,0,1,1,False,False
377,22.0,7.25,,0,0,3,1,False,True
378,27.0,211.5,,0,2,1,0,False,False
379,20.0,4.0125,,0,0,3,0,False,False
380,19.0,7.775,,0,0,3,0,False,True
381,42.0,227.525,,0,0,1,1,False,False
382,1.0,15.7417,,0,2,3,1,False,False
383,32.0,7.925,,0,0,3,0,False,True
384,35.0,52.0,,1,0,1,1,False,True
385,28.0,7.8958,,0,0,3,0,False,True
386,18.0,73.5,,0,0,2,0,False,True
387,1.0,46.9,,5,2,3,0,False,True
388,36.0,13.0,,0,0,2,1,False,True
389,28.0,7.7292,,0,0,3,0,True,False
390,17.0,12.0,,0,0,2,1,False,False
391,36.0,120.0,,1,2,1,1,False,True
392,21.0,7.7958,,0,0,3,1,False,True
393,28.0,7.925,,2,0,3,0,False,True
394,23.0,113.275,,1,0,1,1,False,False
395,24.0,16.7,,0,2,3,1,False,True
396,22.0,7.7958,,0,0,3,0,False,True
397,31.0,7.8542,,0,0,3,0,False,True
398,46.0,26.0,,0,0,2,0,False,True
399,23.0,10.5,,0,0,2,0,False,True
400,28.0,12.65,,0,0,2,1,False,True
401,39.0,7.925,,0,0,3,1,False,True
402,26.0,8.05,,0,0,3,0,False,True
403,21.0,9.825,,1,0,3,0,False,True
404,28.0,15.85,,1,0,3,0,False,True
405,20.0,8.6625,,0,0,3,0,False,True
406,34.0,21.0,,1,0,2,0,False,True
407,51.0,7.75,,0,0,3,0,False,True
408,3.0,18.75,,1,1,2,1,False,True
409,21.0,7.775,,0,0,3,0,False,True
410,28.0,25.4667,,3,1,3,0,False,True
411,28.0,7.8958,,0,0,3,0,False,True
412,28.0,6.8583,,0,0,3,0,True,False
413,33.0,90.0,,1,0,1,1,True,False
414,28.0,0.0,,0,0,2,0,False,True
415,44.0,7.925,,0,0,3,1,False,True
416,28.0,8.05,,0,0,3,0,False,True
417,34.0,32.5,,1,1,2,1,False,True
418,18.0,13.0,,0,2,2,1,False,True
419,30.0,13.0,,0,0,2,0,False,True
420,10.0,24.15,,0,2,3,0,False,True
421,28.0,7.8958,,0,0,3,0,False,False
422,21.0,7.7333,,0,0,3,0,True,False
423,29.0,7.875,,0,0,3,0,False,True
424,28.0,14.4,,1,1,3,0,False,True
425,18.0,20.2125,,1,1,3,0,False,True
426,28.0,7.25,,0,0,3,0,False,True
427,28.0,26.0,,1,0,2,1,False,True
428,19.0,26.0,,0,0,2,1,False,True
429,28.0,7.75,,0,0,3,0,True,False
430,32.0,8.05,,0,0,3,1,False,True
431,28.0,26.55,,0,0,1,1,False,True
432,28.0,16.1,,1,0,3,1,False,True
433,42.0,26.0,,1,0,2,1,False,True
434,17.0,7.125,,0,0,3,0,False,True
435,50.0,55.9,,1,0,1,0,False,True
436,14.0,120.0,,1,2,1,1,False,True
437,21.0,34.375,,2,2,3,0,False,True
438,24.0,18.75,,2,3,2,1,False,True
439,64.0,263.0,,1,4,1,0,False,True
440,31.0,10.5,,0,0,2,0,False,True
441,45.0,26.25,,1,1,2,1,False,True
442,20.0,9.5,,0,0,3,0,False,True
443,25.0,7.775,,1,0,3,0,False,True
444,28.0,13.0,,0,0,2,1,False,True
445,28.0,8.1125,,0,0,3,1,False,True
446,4.0,81.8583,,0,2,1,1,False,True
447,13.0,19.5,,0,1,2,1,False,True
448,34.0,26.55,,0,0,1,1,False,True
449,5.0,19.2583,,2,1,3,1,False,False
450,52.0,30.5,,0,0,1,1,False,True
451,36.0,27.75,,1,2,2,0,False,True
452,28.0,19.9667,,1,0,3,0,False,True
453,30.0,27.75,,0,0,1,0,False,False
454,49.0,89.1042,,1,0,1,1,False,False
455,28.0,8.05,,0,0,3,0,False,True
456,29.0,7.8958,,0,0,3,1,False,False
457,65.0,26.55,,0,0,1,0,False,True
458,28.0,51.8625,,1,0,1,1,False,True
459,50.0,10.5,,0,0,2,1,False,True
460,28.0,7.75,,0,0,3,0,True,False
461,48.0,26.55,,0,0,1,1,False,True
462,34.0,8.05,,0,0,3,0,False,True
463,47.0,38.5,,0,0,1,0,False,True
464,48.0,13.0,,0,0,2,0,False,True
465,28.0,8.05,,0,0,3,0,False,True
466,38.0,7.05,,0,0,3,0,False,True
467,28.0,0.0,,0,0,2,0,False,True
468,56.0,26.55,,0,0,1,0,False,True
469,28.0,7.725,,0,0,3,0,True,False
470,0.75,19.2583,,2,1,3,1,False,False
471,28.0,7.25,,0,0,3,0,False,True
472,38.0,8.6625,,0,0,3,0,False,True
473,33.0,27.75,,1,2,2,1,False,True
474,23.0,13.7917,,0,0,2,1,False,False
475,22.0,9.8375,,0,0,3,0,False,True
476,28.0,52.0,,0,0,1,0,False,True
477,34.0,21.0,,1,0,2,0,False,True
478,29.0,7.0458,,1,0,3,0,False,True
479,22.0,7.5208,,0,0,3,0,False,True
480,2.0,12.2875,,0,1,3,1,False,True
481,9.0,46.9,,5,2,3,0,False,True
482,28.0,0.0,,0,0,2,0,False,True
483,50.0,8.05,,0,0,3,0,False,True
484,63.0,9.5875,,0,0,3,1,False,True
485,25.0,91.0792,,1,0,1,1,False,False
486,28.0,25.4667,,3,1,3,0,False,True
487,35.0,90.0,,1,0,1,1,False,True
488,58.0,29.7,,0,0,1,0,False,False
489,30.0,8.05,,0,0,3,0,False,True
490,9.0,15.9,,1,1,3,1,False,True
491,28.0,19.9667,,1,0,3,0,False,True
492,21.0,7.25,,0,0,3,0,False,True
493,55.0,30.5,,0,0,1,0,False,True
494,71.0,49.5042,,0,0,1,0,False,False
495,21.0,8.05,,0,0,3,0,False,True
496,28.0,14.4583,,0,0,3,0,False,False
497,54.0,78.2667,,1,0,1,1,False,False
498,28.0,15.1,,0,0,3,0,False,True
499,25.0,151.55,,1,2,1,0,False,True
500,24.0,7.7958,,0,0,3,0,False,True
501,17.0,8.6625,,0,0,3,0,False,True
502,21.0,7.75,,0,0,3,0,True,False
503,28.0,7.6292,,0,0,3,0,True,False
504,37.0,9.5875,,0,0,3,0,False,True
505,16.0,86.5,,0,0,1,1,False,True
506,18.0,108.9,,1,0,1,0,False,False
507,33.0,26.0,,0,2,2,1,False,True
508,28.0,26.55,,0,0,1,1,False,True
509,28.0,22.525,,0,0,3,0,False,True
510,26.0,56.4958,,0,0,3,1,False,True
511,29.0,7.75,,0,0,3,1,True,False
512,28.0,8.05,,0,0,3,0,False,True
513,36.0,26.2875,,0,0,1,1,False,True
514,54.0,59.4,,1,0,1,1,False,False
515,24.0,7.4958,,0,0,3,0,False,True
516,47.0,34.0208,,0,0,1,0,False,True
517,34.0,10.5,,0,0,2,1,False,True
518,28.0,24.15,,0,0,3,0,True,False
519,36.0,26.0,,1,0,2,1,False,True
520,32.0,7.8958,,0,0,3,0,False,True
521,30.0,93.5,,0,0,1,1,False,True
522,22.0,7.8958,,0,0,3,0,False,True
523,28.0,7.225,,0,0,3,0,False,False
524,44.0,57.9792,,0,1,1,1,False,False
525,28.0,7.2292,,0,0,3,0,False,False
526,40.5,7.75,,0,0,3,0,True,False
527,50.0,10.5,,0,0,2,1,False,True
528,28.0,221.7792,,0,0,1,0,False,True
529,39.0,7.925,,0,0,3,0,False,True
530,23.0,11.5,,2,1,2,0,False,True
531,2.0,26.0,,1,1,2,1,False,True
532,28.0,7.2292,,0,0,3,0,False,False
533,17.0,7.2292,,1,1,3,0,False,False
534,28.0,22.3583,,0,2,3,1,False,False
535,30.0,8.6625,,0,0,3,0,False,True
536,7.0,26.25,,0,2,2,1,False,True
537,45.0,26.55,,0,0,1,0,False,True
538,30.0,106.425,,0,0,1,1,False,False
539,28.0,14.5,,0,0,3,0,False,True
540,22.0,49.5,,0,2,1,1,False,False
541,36.0,71.0,,0,2,1,1,False,True
542,9.0,31.275,,4,2,3,0,False,True
543,11.0,31.275,,4,2,3,0,False,True
544,32.0,26.0,,1,0,2,1,False,True
545,50.0,106.425,,1,0,1,0,False,False
546,64.0,26.0,,0,0,1,0,False,True
547,19.0,26.0,,1,0,2,1,False,True
548,28.0,13.8625,,0,0,2,1,False,False
549,33.0,20.525,,1,1,3,0,False,True
550,8.0,36.75,,1,1,2,1,False,True
551,17.0,110.8833,,0,2,1,1,False,False
552,27.0,26.0,,0,0,2,0,False,True
553,28.0,7.8292,,0,0,3,0,True,False
554,22.0,7.225,,0,0,3,1,False,False
555,22.0,7.775,,0,0,3,1,False,True
556,62.0,26.55,,0,0,1,0,False,True
557,48.0,39.6,,1,0,1,1,False,False
558,28.0,227.525,,0,0,1,0,False,False
559,39.0,79.65,,1,1,1,1,False,True
560,36.0,17.4,,1,0,3,1,False,True
561,28.0,7.75,,0,0,3,0,True,False
562,40.0,7.8958,,0,0,3,0,False,True
563,28.0,13.5,,0,0,2,0,False,True
564,28.0,8.05,,0,0,3,0,False,True
565,28.0,8.05,,0,0,3,0,False,True
566,24.0,24.15,,2,0,3,0,False,True
567,19.0,7.8958,,0,0,3,0,False,True
568,29.0,21.075,,0,4,3,0,False,True
569,28.0,7.2292,,0,0,3,0,False,False
570,32.0,7.8542,,0,0,3,1,False,True
571,62.0,10.5,,0,0,2,1,False,True
572,53.0,51.4792,,2,0,1,1,False,True
573,36.0,26.3875,,0,0,1,1,False,True
574,28.0,7.75,,0,0,3,1,True,False
575,16.0,8.05,,0,0,3,0,False,True
576,19.0,14.5,,0,0,3,0,False,True
577,34.0,13.0,,0,0,2,1,False,True
578,39.0,55.9,,1,0,1,1,False,True
579,28.0,14.4583,,1,0,3,0,False,False
580,32.0,7.925,,0,0,3,1,False,True
581,25.0,30.0,,1,1,2,1,False,True
582,39.0,110.8833,,1,1,1,1,False,False
583,54.0,26.0,,0,0,2,0,False,True
584,36.0,40.125,,0,0,1,0,False,False
585,28.0,8.7125,,0,0,3,0,False,False
586,18.0,79.65,,0,2,1,1,False,True
587,47.0,15.0,,0,0,2,0,False,True
588,60.0,79.2,,1,1,1,1,False,False
589,22.0,8.05,,0,0,3,0,False,True
590,28.0,8.05,,0,0,3,0,False,True
591,35.0,7.125,,0,0,3,0,False,True
592,52.0,78.2667,,1,0,1,1,False,False
593,47.0,7.25,,0,0,3,0,False,True
594,28.0,7.75,,0,2,3,0,True,False
595,37.0,26.0,,1,0,2,0,False,True
